"ID","spore_print_color","population","habitat","edible_or_poisonous","bruises","odor","cap_shape","cap_surface","cap_color","gill_attachment","gill_spacing","gill_size","gill_color","ring_number","ring_type","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","stalk_shape","veil_type","veil_color"
2322,"black","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2323,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2324,"black","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2325,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2326,"black","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2327,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2328,"brown","several","woods","edible","TRUE","none","flat","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2329,"black","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2330,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2331,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2332,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2333,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2334,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2335,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2336,"brown","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2337,"brown","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2338,"brown","several","woods","edible","TRUE","none","flat","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2339,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2340,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2341,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2342,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2343,"brown","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2344,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2345,"brown","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2346,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2347,"brown","scattered","grasses","edible","FALSE","none","convex","fibrous","white","free","crowded","broad","chocolate","1","evanescent","equal","smooth","fibrous","white","white","tapering","partial","white"
2348,"brown","solitary","woods","edible","TRUE","none","flat","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2349,"brown","scattered","grasses","edible","FALSE","none","flat","smooth","gray","free","crowded","broad","brown","1","evanescent","equal","fibrous","fibrous","white","white","tapering","partial","white"
2350,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2351,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2352,"brown","scattered","urban","poisonous","TRUE","pungent","flat","scaly","white","free","close","narrow","white","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
2353,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2354,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2355,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2356,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2357,"black","several","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2358,"brown","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2359,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2360,"brown","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2361,"brown","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2362,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2363,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2364,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2365,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2366,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2367,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2368,"brown","abundant","grasses","edible","FALSE","none","flat","smooth","white","free","crowded","broad","black","1","evanescent","equal","smooth","smooth","white","white","tapering","partial","white"
2369,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2370,"black","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2371,"black","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2372,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2373,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2374,"brown","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2375,"brown","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2376,"brown","several","urban","poisonous","TRUE","pungent","flat","smooth","white","free","close","narrow","white","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
2377,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2378,"black","scattered","grasses","edible","FALSE","none","flat","smooth","white","free","crowded","broad","black","1","evanescent","equal","smooth","smooth","white","white","tapering","partial","white"
2379,"brown","scattered","grasses","edible","FALSE","none","convex","smooth","gray","free","crowded","broad","pink","1","evanescent","equal","smooth","fibrous","white","white","tapering","partial","white"
2380,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2381,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2382,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2383,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2384,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2385,"brown","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2386,"chocolate","solitary","woods","poisonous","FALSE","foul","convex","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","brown","brown","enlarging","partial","white"
2387,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2388,"black","abundant","grasses","edible","FALSE","none","convex","fibrous","brown","free","crowded","broad","chocolate","1","evanescent","equal","smooth","smooth","white","white","tapering","partial","white"
2389,"brown","several","grasses","poisonous","TRUE","pungent","convex","smooth","white","free","close","narrow","brown","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
2390,"brown","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2391,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2392,"black","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2393,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2394,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2395,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2396,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2397,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2398,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2399,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2400,"black","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2401,"black","several","grasses","poisonous","TRUE","pungent","convex","smooth","white","free","close","narrow","brown","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
2402,"black","several","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2403,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2404,"black","several","woods","edible","TRUE","none","flat","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2405,"black","several","woods","edible","TRUE","none","flat","scaly","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2406,"brown","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2407,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2408,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2409,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2410,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2411,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2412,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2413,"brown","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2414,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2415,"brown","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2416,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2417,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2418,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2419,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2420,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2421,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2422,"brown","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2423,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2424,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2425,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2426,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2427,"black","several","woods","poisonous","FALSE","creosote","convex","smooth","pink","free","close","narrow","gray","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
2428,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2429,"black","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2430,"black","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2431,"brown","several","woods","edible","TRUE","none","flat","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2432,"black","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2433,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2434,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2435,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2436,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2437,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2438,"brown","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2439,"black","solitary","woods","edible","TRUE","none","flat","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2440,"black","several","woods","edible","TRUE","none","flat","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2441,"brown","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2442,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2443,"black","solitary","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2444,"chocolate","solitary","grasses","poisonous","FALSE","foul","convex","fibrous","gray","free","close","broad","chocolate","1","large","bulbous","silky","silky","buff","buff","enlarging","partial","white"
2445,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2446,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2447,"black","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2448,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2449,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2450,"black","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2451,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2452,"brown","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2453,"brown","abundant","grasses","edible","FALSE","none","convex","fibrous","gray","free","crowded","broad","black","1","evanescent","equal","smooth","fibrous","white","white","tapering","partial","white"
2454,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2455,"black","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2456,"black","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2457,"brown","solitary","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2458,"brown","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2459,"black","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2460,"brown","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2461,"black","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2462,"black","solitary","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2463,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2464,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2465,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2466,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2467,"brown","several","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2468,"black","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2469,"black","solitary","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2470,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2471,"black","several","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2472,"brown","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2473,"black","several","woods","edible","TRUE","none","convex","fibrous","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","gray","tapering","partial","white"
2474,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2475,"brown","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2476,"brown","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2477,"black","several","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2478,"black","solitary","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2479,"black","scattered","urban","poisonous","TRUE","pungent","flat","scaly","brown","free","close","narrow","black","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
2480,"brown","scattered","grasses","edible","FALSE","none","convex","smooth","gray","free","crowded","broad","brown","1","evanescent","equal","fibrous","smooth","white","white","tapering","partial","white"
2481,"black","several","woods","edible","TRUE","none","convex","fibrous","gray","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2482,"black","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2483,"brown","scattered","woods","poisonous","FALSE","creosote","convex","smooth","pink","free","crowded","narrow","purple","1","pendant","bulbous","smooth","smooth","white","white","enlarging","partial","white"
2484,"black","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","white","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2485,"black","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
2486,"brown","solitary","woods","edible","TRUE","none","convex","scaly","brown","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2487,"black","several","woods","edible","TRUE","none","convex","scaly","red","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","pink","gray","tapering","partial","white"
2488,"brown","scattered","grasses","edible","FALSE","none","convex","smooth","white","free","crowded","broad","black","1","evanescent","equal","smooth","smooth","white","white","tapering","partial","white"
2489,"brown","several","woods","edible","TRUE","none","flat","fibrous","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2490,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2491,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2492,"brown","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2493,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","white","tapering","partial","white"
2494,"brown","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","white","1","pendant","bulbous","smooth","smooth","white","pink","tapering","partial","white"
2495,"black","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","gray","pink","tapering","partial","white"
2496,"brown","several","urban","poisonous","TRUE","pungent","flat","scaly","white","free","close","narrow","pink","1","pendant","equal","smooth","smooth","white","white","enlarging","partial","white"
2497,"brown","solitary","woods","edible","TRUE","none","flat","fibrous","brown","free","close","broad","purple","1","pendant","bulbous","smooth","smooth","white","white","tapering","partial","white"
2498,"black","solitary","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","white","1","pendant","bulbous","smooth","smooth","gray","white","tapering","partial","white"
2499,"brown","several","woods","edible","TRUE","none","convex","fibrous","red","free","close","broad","brown","1","pendant","bulbous","smooth","smooth","pink","pink","tapering","partial","white"
2500,"black","several","woods","edible","TRUE","none","convex","scaly","gray","free","close","broad","pink","1","pendant","bulbous","smooth","smooth","white","gray","tapering","partial","white"
